Date,Crude Oil Production,Trend,Seasonal,Residual
1973-01-01,1.6498331,,0.029029717671394815,
1973-02-01,1.5257831,,-0.08847078964243502,
1973-03-01,1.6670941,,0.038220214790189125,
1973-04-01,1.6167911,,-0.011250311716903088,
1973-05-01,1.6653771,,0.02211036217494091,
1973-06-01,1.6032241,,-0.028344273197399506,
1973-07-01,1.657241,,0.011783830703309706,
1973-08-01,1.6485051,,0.012188258584515362,
1973-09-01,1.5773621,,-0.03483377044917259,
1973-10-01,1.6584521,,0.024058128221040184,
1973-11-01,1.5940081,,-0.008171927275413719,
1973-12-01,1.6295681,,0.03368056013593383,
1974-01-01,1.606311,,0.029029717671394815,
1974-02-01,1.4846961,,-0.08847078964243502,
1974-03-01,1.6119771,,0.038220214790189125,
1974-04-01,1.557991,,-0.011250311716903088,
1974-05-01,1.6021221,,0.02211036217494091,
1974-06-01,1.5277611,,-0.028344273197399506,
1974-07-01,1.5786671,,0.011783830703309706,
1974-08-01,1.5640571,,0.012188258584515362,
1974-09-01,1.469071,,-0.03483377044917259,
1974-10-01,1.5483041,,0.024058128221040184,
1974-11-01,1.4909711,,-0.008171927275413719,
1974-12-01,1.5330681,1.5220708979166666,0.03368056013593383,-0.022683358052600508
1975-01-01,1.5202031,1.5171196270833331,0.029029717671394815,-0.02594624475472793
1975-02-01,1.3952021,1.5128691895833333,-0.08847078964243502,-0.029196299940898368
1975-03-01,1.5271231,1.5084403979166665,0.038220214790189125,-0.019537512706855567
1975-04-01,1.4714481,1.5042825229166668,-0.011250311716903088,-0.02158411119976374
1975-05-01,1.5065041,1.4998338145833334,0.02211036217494091,-0.015440076758274433
1975-06-01,1.4652191,1.495802814583333,-0.028344273197399506,-0.002239441385933471
1975-07-01,1.4987661,1.4916356083333333,0.011783830703309706,-0.004653339036642912
1975-08-01,1.483131,1.4884075458333332,0.012188258584515362,-0.017464804417848617
1975-09-01,1.4406561,1.4862848791666665,-0.03483377044917259,-0.010795008717493934
1975-10-01,1.4967311,1.4838483999999998,0.024058128221040184,-0.011175428221039937
1975-11-01,1.4403491,1.4817397333333333,-0.008171927275413719,-0.033218706057919656
1975-12-01,1.4839881,1.4795812958333332,0.03368056013593383,-0.02927375596926711
1976-01-01,1.4800731,1.4774304625,0.029029717671394815,-0.02638708017139488
1976-02-01,1.3844891,1.474840025,-0.08847078964243502,-0.0018801353575650659
1976-03-01,1.4801481,1.4739213166666665,0.038220214790189125,-0.03199343145685553
1976-04-01,1.4053981,1.4734267354166666,-0.011250311716903088,-0.0567783236997635
1976-05-01,1.4607881,1.47310713125,0.02211036217494091,-0.0344293934249408
1976-06-01,1.4084311,1.473296464583333,-0.028344273197399506,-0.03652109138593353
1976-07-01,1.4612641,1.47320681875,0.011783830703309706,-0.023726549453309785
1976-08-01,1.4582881,1.4734287979166667,0.012188258584515362,-0.027328956501181972
1976-09-01,1.4180361,1.4747243625000002,-0.03483377044917259,-0.021854492050827665
1976-10-01,1.449781,1.4755062791666669,0.024058128221040184,-0.049783407387707077
1976-11-01,1.405851,1.4761308625,-0.008171927275413719,-0.06210793522458635
1976-12-01,1.4492981,1.4766366541666667,0.03368056013593383,-0.06101911430260047
1977-01-01,1.4121721,1.4767106124999998,0.029029717671394815,-0.09356823017139457
1977-02-01,1.3217621,1.4764880291666667,-0.08847078964243502,-0.0662551395242317
1977-03-01,1.4545121,1.4768913625,0.038220214790189125,-0.06059947729018901
1977-04-01,1.4172131,1.477241175,-0.011250311716903088,-0.04877776328309709
1977-05-01,1.4518391,1.4780736104166667,0.02211036217494091,-0.04834487259160771
1977-06-01,1.4097361,1.47811288125,-0.028344273197399506,-0.040032508052600516
1977-07-01,1.4572151,1.47821800625,0.011783830703309706,-0.032786736953309824
1977-08-01,1.4935581,1.47933800625,0.012188258584515362,0.002031835165484745
1977-09-01,1.4754741,1.48022056875,-0.03483377044917259,0.030087301699172522
1977-10-01,1.5415011,1.4813321104166666,0.024058128221040184,0.036110861362293314
1977-11-01,1.4927921,1.48308200625,-0.008171927275413719,0.01788202102541359
1977-12-01,1.5259631,1.48443415,0.03368056013593383,0.007848389864066177
1978-01-01,1.503071,1.4860962125000001,0.029029717671394815,-0.012054930171394893
1978-02-01,1.3603551,1.4877549812500002,-0.08847078964243502,-0.03892909160756511
1978-03-01,1.5678791,1.4895012916666666,0.038220214790189125,0.040157593543144396
1978-04-01,1.5342511,1.4917042083333332,-0.011250311716903088,0.05379720338357001
1978-05-01,1.5867811,1.4936162708333334,0.02211036217494091,0.07105446699172577
1978-06-01,1.5368491,1.4952821020833333,-0.028344273197399506,0.06991127111406613
1978-07-01,1.5743641,1.4968555812499997,0.011783830703309706,0.06572468804669049
1978-08-01,1.5747121,1.4979928729166665,0.012188258584515362,0.06453096849881809
1978-09-01,1.5312581,1.4996951854166665,-0.03483377044917259,0.06639668503250619
1978-10-01,1.5858361,1.5014504999999998,0.024058128221040184,0.0603274717789601
1978-11-01,1.5209511,1.5029565645833334,-0.008171927275413719,0.026166462692080342
1978-12-01,1.5573461,1.5049984187499998,0.03368056013593383,0.01866712111406628
1979-01-01,1.5237531,1.5075671062499998,0.029029717671394815,-0.012843723921394632
1979-02-01,1.3845181,1.5091408354166664,-0.08847078964243502,-0.03615194577423145
1979-03-01,1.5464831,1.5111013562499997,0.038220214790189125,-0.002838471040188764
1979-04-01,1.4882391,1.5125949604166666,-0.011250311716903088,-0.01310554869976362
1979-05-01,1.546461,1.5141928562499998,0.02211036217494091,0.0101577815750594
1979-06-01,1.4671041,1.5161021479166665,-0.028344273197399506,-0.020653774719267003
1979-07-01,1.5038121,1.5175828354166665,0.011783830703309706,-0.025554566119976217
1979-08-01,1.536891,1.5186172500000001,0.012188258584515362,0.006085491415484505
1979-09-01,1.4830191,1.5190677083333335,-0.03483377044917259,-0.001214837884160977
1979-10-01,1.5500851,1.51902833125,0.024058128221040184,0.00699864052895989
1979-11-01,1.5243441,1.5190526229166665,-0.008171927275413719,0.013463404358747159
1979-12-01,1.548891,1.5194211645833333,0.03368056013593383,-0.004210724719267131
1980-01-01,1.5598521,1.5199821666666664,0.029029717671394815,0.010840215661938848
1980-02-01,1.46411,1.5210838124999997,-0.08847078964243502,0.03149697714243535
1980-03-01,1.563971,1.5208860208333332,0.038220214790189125,0.004864764376477634
1980-04-01,1.5111381,1.5200658104166664,-0.011250311716903088,0.0023226013002365757
1980-05-01,1.5525671,1.51953451875,0.02211036217494091,0.010922219075059171
