Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
1980,Dec,66.5,63.0,6901394,6537127,364267,5.3
1981,Jan,66.7,63.2,6935389,6572110,363279,5.2
1981,Feb,66.9,63.4,6971036,6607523,363513,5.2
1981,Mar,67.0,63.5,7006295,6641393,364902,5.2
1981,Apr,67.2,63.7,7038486,6670790,367696,5.2
1981,May,67.3,63.7,7065284,6693816,371468,5.3
1981,Jun,67.3,63.7,7086544,6711343,375201,5.3
1981,Jul,67.3,63.7,7103336,6724751,378585,5.3
1981,Aug,67.2,63.6,7116988,6735502,381486,5.4
1981,Sep,67.1,63.5,7129802,6745214,384588,5.4
1981,Oct,67.0,63.3,7145053,6755616,389437,5.5
1981,Nov,66.9,63.2,7163312,6766201,397111,5.5
1981,Dec,66.9,63.1,7184541,6776911,407630,5.7
1982,Jan,66.9,63.0,7209230,6789610,419620,5.8
1982,Feb,67.0,62.9,7237662,6804732,432930,6.0
1982,Mar,67.0,62.9,7268101,6820671,447430,6.2
1982,Apr,67.1,62.8,7299096,6836736,462360,6.3
1982,May,67.1,62.8,7328925,6851337,477588,6.5
1982,Jun,67.1,62.6,7355102,6861966,493136,6.7
1982,Jul,67.1,62.5,7378097,6868264,509833,6.9
1982,Aug,67.2,62.4,7400886,6871978,528908,7.1
1982,Sep,67.2,62.3,7425521,6874903,550618,7.4
1982,Oct,67.3,62.1,7452250,6878080,574170,7.7
1982,Nov,67.4,62.0,7480149,6882595,597554,8.0
1982,Dec,67.5,61.9,7504854,6887396,617458,8.2
1983,Jan,67.5,61.8,7524154,6892087,632067,8.4
1983,Feb,67.5,61.7,7539850,6899534,640316,8.5
1983,Mar,67.4,61.7,7554506,6912132,642374,8.5
1983,Apr,67.4,61.7,7572254,6931685,640569,8.5
1983,May,67.5,61.8,7595543,6958649,636894,8.4
1983,Jun,67.6,62.0,7623387,6991604,631783,8.3
1983,Jul,67.7,62.1,7652739,7027875,624864,8.2
1983,Aug,67.8,62.3,7678715,7062795,615920,8.0
1983,Sep,67.8,62.5,7696654,7093046,603608,7.8
1983,Oct,67.8,62.6,7705203,7118509,586694,7.6
1983,Nov,67.7,62.7,7707479,7140564,566915,7.4
1983,Dec,67.6,62.8,7709287,7162049,547238,7.1
1984,Jan,67.5,62.9,7714279,7186214,528065,6.8
1984,Feb,67.5,63.0,7722769,7213131,509638,6.6
1984,Mar,67.5,63.2,7734209,7240584,493625,6.4
1984,Apr,67.5,63.3,7745403,7264933,480470,6.2
1984,May,68.6,64.5,7889976,7419143,470833,6.0
1984,Jun,68.9,64.9,7936311,7471187,465124,5.9
1984,Jul,68.9,64.9,7950160,7487337,462823,5.8
1984,Aug,68.8,64.8,7953957,7489843,464114,5.8
1984,Sep,68.7,64.7,7957503,7487566,469937,5.9
1984,Oct,68.7,64.6,7965952,7485937,480015,6.0
1984,Nov,68.7,64.5,7981200,7489162,492038,6.2
1984,Dec,68.8,64.5,8001786,7497758,504028,6.3
1985,Jan,68.9,64.4,8023844,7507955,515889,6.4
1985,Feb,68.9,64.4,8043474,7515524,527950,6.6
1985,Mar,68.9,64.3,8057774,7518458,539316,6.7
1985,Apr,68.9,64.2,8066167,7516526,549641,6.8
1985,May,68.8,64.1,8070857,7511252,559605,6.9
1985,Jun,68.8,63.9,8075558,7505901,569657,7.1
1985,Jul,68.7,63.8,8082709,7503257,579452,7.2
1985,Aug,68.7,63.7,8091972,7505810,586162,7.2
1985,Sep,68.7,63.7,8102385,7513079,589306,7.3
1985,Oct,68.7,63.7,8112668,7521052,591616,7.3
1985,Nov,68.7,63.6,8122447,7526209,596238,7.3
1985,Dec,68.7,63.5,8133399,7527321,606078,7.5
1986,Jan,68.7,63.4,8148538,7525466,623072,7.6
1986,Feb,68.6,63.1,8146129,7499770,646359,7.9
1986,Mar,68.5,62.9,8149366,7477271,672095,8.2
1986,Apr,68.5,62.6,8156094,7459814,696280,8.5
1986,May,68.4,62.4,8163166,7447615,715551,8.8
1986,Jun,68.4,62.3,8168629,7439417,729212,8.9
1986,Jul,68.3,62.1,8172001,7433205,738796,9.0
1986,Aug,68.4,62.2,8185040,7438263,746777,9.1
1986,Sep,68.3,62.0,8173170,7419112,754058,9.2
1986,Oct,68.4,62.1,8194607,7435506,759101,9.3
1986,Nov,68.5,62.2,8211332,7450494,760838,9.3
1986,Dec,68.6,62.3,8223804,7465616,758188,9.2
1987,Jan,68.7,62.4,8232849,7482045,750804,9.1
1987,Feb,68.7,62.5,8238817,7498891,739926,9.0
1987,Mar,68.7,62.6,8244929,7516203,728726,8.8
1987,Apr,68.7,62.8,8252958,7533930,719028,8.7
1987,May,68.8,62.9,8262047,7550980,711067,8.6
1987,Jun,68.8,63.0,8271596,7566800,704796,8.5
1987,Jul,68.9,63.1,8281141,7581950,699191,8.4
1987,Aug,68.9,63.2,8289920,7596549,693371,8.4
1987,Sep,69.0,63.3,8297572,7610887,686685,8.3
1987,Oct,69.0,63.4,8304516,7624375,680141,8.2
1987,Nov,69.1,63.5,8311325,7637612,673713,8.1
1987,Dec,69.1,63.5,8316703,7649467,667236,8.0
1988,Jan,69.1,63.6,8319802,7659565,660237,7.9
1988,Feb,69.1,63.7,8321766,7669767,651999,7.8
1988,Mar,69.1,63.7,8322994,7680433,642561,7.7
1988,Apr,69.1,63.8,8324953,7692115,632838,7.6
1988,May,69.1,63.9,8329523,7705531,623992,7.5
1988,Jun,69.1,64.0,8337076,7720552,616524,7.4
1988,Jul,69.2,64.1,8346901,7736271,610630,7.3
1988,Aug,69.2,64.2,8358965,7752107,606858,7.3
1988,Sep,69.2,64.2,8372425,7767712,604713,7.2
1988,Oct,69.3,64.3,8385011,7783217,601794,7.2
1988,Nov,69.3,64.3,8395939,7798516,597423,7.1
1988,Dec,69.3,64.4,8404314,7812770,591544,7.0
1989,Jan,69.3,64.4,8409874,7825605,584269,6.9
1989,Feb,69.2,64.5,8413285,7835551,577734,6.9
1989,Mar,69.2,64.5,8417010,7843835,573175,6.8
1989,Apr,69.1,64.5,8422596,7851985,570611,6.8
1989,May,69.1,64.5,8430701,7861047,569654,6.8
1989,Jun,69.1,64.5,8441607,7871656,569951,6.8
1989,Jul,69.2,64.5,8453832,7882961,570871,6.8
1989,Aug,69.2,64.5,8465016,7895263,569753,6.7
1989,Sep,69.2,64.6,8475013,7909572,565441,6.7
1989,Oct,69.2,64.6,8486028,7927096,558932,6.6
1989,Nov,69.2,64.7,8498491,7947231,551260,6.5
1989,Dec,69.3,64.9,8513571,7969062,544509,6.4
1990,Jan,67.9,63.6,8531763,7991632,540131,6.3
1990,Feb,68.1,63.8,8550665,8013387,537278,6.3
1990,Mar,68.2,63.9,8567278,8031650,535628,6.3
1990,Apr,68.2,64.0,8580702,8044789,535913,6.2
1990,May,68.3,64.0,8591857,8054096,537761,6.3
1990,Jun,68.4,64.1,8601024,8060932,540092,6.3
1990,Jul,68.4,64.1,8611478,8067965,543513,6.3
1990,Aug,68.4,64.1,8624978,8075798,549180,6.4
1990,Sep,68.4,64.0,8639220,8082803,556417,6.4
1990,Oct,68.4,63.9,8652417,8088034,564383,6.5
1990,Nov,68.4,63.9,8665404,8092841,572563,6.6
1990,Dec,68.4,63.8,8678172,8097912,580260,6.7
1991,Jan,68.4,63.8,8690383,8102754,587629,6.8
1991,Feb,68.4,63.7,8703445,8109131,594314,6.8
1991,Mar,68.4,63.7,8716436,8117400,599036,6.9
1991,Apr,68.4,63.7,8728584,8127517,601067,6.9
1991,May,68.4,63.7,8740730,8139156,601574,6.9
1991,Jun,68.4,63.7,8753963,8151807,602156,6.9
1991,Jul,68.4,63.7,8767631,8164477,603154,6.9
1991,Aug,68.4,63.7,8783264,8176567,606697,6.9
1991,Sep,68.5,63.7,8803379,8188254,615125,7.0
1991,Oct,68.6,63.7,8827072,8198985,628087,7.1
1991,Nov,68.6,63.7,8852283,8209310,642973,7.3
1991,Dec,68.7,63.7,8877275,8220393,656882,7.4
1992,Jan,68.9,63.7,8902377,8233551,668826,7.5
1992,Feb,69.0,63.7,8927979,8248679,679300,7.6
1992,Mar,69.1,63.8,8954554,8266572,687982,7.7
1992,Apr,69.2,63.8,8980902,8286008,694894,7.7
1992,May,69.3,63.9,9002828,8303448,699380,7.8
1992,Jun,69.3,63.9,9017991,8316986,701005,7.8
1992,Jul,69.2,63.9,9027021,8326355,700666,7.8
1992,Aug,69.1,63.8,9031146,8332373,698773,7.7
1992,Sep,69.0,63.7,9032430,8336409,696021,7.7
1992,Oct,68.9,63.6,9034416,8341121,693295,7.7
1992,Nov,68.8,63.6,9038283,8347206,691077,7.6
1992,Dec,68.8,63.5,9044485,8355849,688636,7.6
1993,Jan,68.7,63.5,9053364,8368981,684383,7.6
1993,Feb,68.7,63.6,9064817,8386732,678085,7.5
1993,Mar,68.7,63.6,9080228,8409093,671135,7.4
1993,Apr,68.8,63.7,9100173,8436016,664157,7.3
1993,May,68.8,63.9,9124710,8465902,658808,7.2
1993,Jun,68.9,64.0,9152639,8496074,656565,7.2
1993,Jul,69.0,64.1,9180267,8524094,656173,7.1
1993,Aug,69.1,64.2,9205425,8549772,655653,7.1
1993,Sep,69.1,64.2,9228929,8574677,654252,7.1
1993,Oct,69.2,64.3,9251521,8598569,652952,7.1
1993,Nov,69.2,64.3,9274088,8620928,653160,7.0
1993,Dec,69.3,64.4,9297086,8642673,654413,7.0
1994,Jan,69.3,64.5,9318616,8663719,654897,7.0
1994,Feb,69.4,64.5,9336299,8683410,652889,7.0
1994,Mar,69.4,64.6,9349793,8701323,648470,6.9
1994,Apr,69.3,64.6,9360326,8718051,642275,6.9
1994,May,69.3,64.6,9370215,8735679,634536,6.8
1994,Jun,69.3,64.6,9381834,8756361,625473,6.7
1994,Jul,69.3,64.7,9396868,8780774,616094,6.6
1994,Aug,69.3,64.8,9414553,8807408,607145,6.4
1994,Sep,69.3,64.9,9432364,8834474,597890,6.3
1994,Oct,69.3,65.0,9448214,8861738,586476,6.2
1994,Nov,69.3,65.1,9462754,8888815,573939,6.1
1994,Dec,69.3,65.2,9476149,8912404,563745,5.9
1995,Jan,69.3,65.2,9488698,8930104,558594,5.9
1995,Feb,69.3,65.2,9502085,8943026,559059,5.9
1995,Mar,69.3,65.2,9516748,8952476,564272,5.9
1995,Apr,69.3,65.1,9532806,8960132,572674,6.0
1995,May,69.3,65.1,9551015,8968732,582283,6.1
1995,Jun,69.3,65.1,9570506,8979583,590923,6.2
1995,Jul,69.4,65.1,9590083,8992894,597189,6.2
1995,Aug,69.4,65.1,9608253,9007450,600803,6.3
1995,Sep,69.4,65.0,9623573,9021392,602181,6.3
1995,Oct,69.4,65.0,9635581,9033523,602058,6.2
1995,Nov,69.3,65.0,9643830,9043826,600004,6.2
1995,Dec,69.3,65.0,9649799,9053425,596374,6.2
1996,Jan,69.2,65.0,9655855,9063885,591970,6.1
1996,Feb,69.2,65.0,9663419,9076408,587011,6.1
1996,Mar,69.1,65.0,9673017,9091964,581053,6.0
1996,Apr,69.1,65.0,9683657,9110433,573224,5.9
1996,May,69.1,65.1,9694535,9131506,563029,5.8
1996,Jun,69.1,65.1,9707126,9154959,552167,5.7
1996,Jul,69.1,65.2,9723214,9180061,543153,5.6
1996,Aug,69.1,65.3,9743203,9205783,537420,5.5
1996,Sep,69.1,65.3,9765578,9229227,536351,5.5
1996,Oct,69.1,65.3,9788916,9247692,541224,5.5
1996,Nov,69.2,65.3,9811341,9261290,550051,5.6
1996,Dec,69.2,65.3,9830983,9272462,558521,5.7
1997,Jan,69.2,65.3,9847371,9283773,563598,5.7
1997,Feb,69.2,65.3,9861005,9296775,564230,5.7
1997,Mar,69.2,65.3,9873434,9313064,560370,5.7
1997,Apr,69.2,65.3,9887198,9333095,554103,5.6
1997,May,69.2,65.4,9901467,9354030,547437,5.5
1997,Jun,69.2,65.4,9914223,9373715,540508,5.5
1997,Jul,69.1,65.4,9925211,9392271,532940,5.4
1997,Aug,69.1,65.4,9935474,9409748,525726,5.3
1997,Sep,69.0,65.4,9945353,9427183,518170,5.2
1997,Oct,69.0,65.4,9955367,9445349,510018,5.1
1997,Nov,68.9,65.4,9966380,9464033,502347,5.0
1997,Dec,68.9,65.5,9979944,9483987,495957,5.0
1998,Jan,68.9,65.5,9996709,9505297,491412,4.9
1998,Feb,68.9,65.6,10017045,9527707,489338,4.9
1998,Mar,69.0,65.6,10039917,9549579,490338,4.9
1998,Apr,69.0,65.7,10064726,9570244,494482,4.9
1998,May,69.1,65.7,10091522,9590282,501240,5.0
1998,Jun,69.2,65.7,10118364,9609464,508900,5.0
1998,Jul,69.2,65.7,10142571,9627400,515171,5.1
1998,Aug,69.3,65.7,10162921,9645403,517518,5.1
1998,Sep,69.3,65.7,10179313,9663832,515481,5.1
1998,Oct,69.2,65.8,10190794,9682154,508640,5.0
1998,Nov,69.1,65.8,10197118,9698755,498363,4.9
1998,Dec,69.0,65.7,10200471,9711967,488504,4.8
1999,Jan,69.0,65.7,10203530,9722444,481086,4.7
1999,Feb,68.9,65.7,10209003,9731758,477245,4.7
1999,Mar,68.9,65.6,10218114,9741519,476595,4.7
1999,Apr,68.8,65.6,10229711,9752200,477511,4.7
1999,May,68.8,65.6,10242502,9763252,479250,4.7
1999,Jun,68.8,65.6,10256398,9774929,481469,4.7
1999,Jul,68.8,65.5,10270498,9786452,484046,4.7
1999,Aug,68.7,65.5,10283849,9797733,486116,4.7
1999,Sep,68.7,65.5,10298131,9810408,487723,4.7
1999,Oct,68.7,65.4,10315484,9825287,490197,4.8
1999,Nov,68.7,65.5,10336245,9843320,492925,4.8
1999,Dec,68.8,65.5,10357299,9863294,494005,4.8
2000,Jan,68.8,65.5,10374888,9882205,492683,4.7
2000,Feb,68.8,65.5,10385344,9897422,487922,4.7
2000,Mar,68.7,65.5,10387976,9907586,480390,4.6
2000,Apr,68.6,65.5,10384688,9912894,471794,4.5
2000,May,68.5,65.4,10378041,9915154,462887,4.5
2000,Jun,68.3,65.3,10371237,9916003,455234,4.4
2000,Jul,68.2,65.2,10367924,9918859,449065,4.3
2000,Aug,68.1,65.2,10371545,9927737,443808,4.3
2000,Sep,68.0,65.2,10382274,9943815,438459,4.2
2000,Oct,68.0,65.2,10398969,9966658,432311,4.2
2000,Nov,68.1,65.3,10419981,9992279,427702,4.1
2000,Dec,68.1,65.3,10442177,10015120,427057,4.1
2001,Jan,68.1,65.3,10462250,10030817,431433,4.1
2001,Feb,68.1,65.2,10479048,10037850,441198,4.2
2001,Mar,68.1,65.1,10492222,10037198,455024,4.3
2001,Apr,68.1,65.0,10502031,10031118,470913,4.5
2001,May,68.0,64.9,10511424,10023661,487763,4.6
2001,Jun,68.0,64.7,10522773,10017556,505217,4.8
2001,Jul,68.0,64.6,10537755,10013363,524392,5.0
2001,Aug,68.0,64.4,10554649,10007996,546653,5.2
2001,Sep,67.9,64.3,10571682,10000407,571275,5.4
2001,Oct,67.9,64.1,10588115,9992389,595726,5.6
2001,Nov,67.9,64.0,10603199,9985772,617427,5.8
2001,Dec,67.9,63.9,10618828,9983496,635332,6.0
2002,Jan,67.9,63.8,10636473,9987112,649361,6.1
2002,Feb,68.0,63.8,10655526,9995460,660066,6.2
2002,Mar,68.0,63.7,10674926,10006541,668385,6.3
2002,Apr,68.0,63.7,10695524,10020652,674872,6.3
2002,May,68.1,63.8,10717572,10037909,679663,6.3
2002,Jun,68.1,63.8,10739964,10057469,682495,6.4
2002,Jul,68.1,63.8,10760392,10076730,683662,6.4
2002,Aug,68.1,63.8,10778290,10093709,684581,6.4
2002,Sep,68.1,63.8,10794488,10106672,687816,6.4
2002,Oct,68.1,63.7,10808640,10114032,694608,6.4
2002,Nov,68.1,63.7,10822271,10118547,703724,6.5
2002,Dec,68.1,63.6,10836094,10123165,712929,6.6
2003,Jan,68.1,63.6,10852761,10130478,722283,6.7
2003,Feb,68.2,63.6,10873455,10141790,731665,6.7
2003,Mar,68.2,63.6,10895560,10155181,740379,6.8
2003,Apr,68.3,63.6,10914382,10166243,748139,6.9
2003,May,68.2,63.5,10925861,10171387,754474,6.9
2003,Jun,68.2,63.4,10929937,10172062,757875,6.9
2003,Jul,68.1,63.3,10927994,10172127,755867,6.9
2003,Aug,67.9,63.3,10922719,10174868,747851,6.8
2003,Sep,67.8,63.2,10917190,10182968,734222,6.7
2003,Oct,67.7,63.2,10914620,10196142,718478,6.6
2003,Nov,67.6,63.2,10916509,10211768,704741,6.5
2003,Dec,67.5,63.2,10921845,10227213,694632,6.4
2004,Jan,67.5,63.2,10928063,10240704,687359,6.3
2004,Feb,67.4,63.2,10934073,10252267,681806,6.2
2004,Mar,67.4,63.2,10941915,10264447,677468,6.2
2004,Apr,67.3,63.2,10951500,10279305,672195,6.1
2004,May,67.3,63.2,10962640,10297656,664984,6.1
2004,Jun,67.3,63.3,10975531,10318766,656765,6.0
2004,Jul,67.3,63.3,10991436,10341395,650041,5.9
2004,Aug,67.3,63.4,11010492,10364409,646083,5.9
2004,Sep,67.3,63.4,11031545,10386154,645391,5.9
2004,Oct,67.4,63.4,11052652,10405657,646995,5.9
2004,Nov,67.4,63.4,11071593,10423472,648121,5.9
2004,Dec,67.4,63.5,11089089,10441184,647905,5.8
2005,Jan,67.4,63.5,11104720,10460250,644470,5.8
2005,Feb,67.4,63.5,11116844,10480729,636115,5.7
2005,Mar,67.3,63.6,11125846,10502785,623061,5.6
2005,Apr,67.3,63.6,11134783,10525682,609101,5.5
2005,May,67.3,63.7,11147039,10548719,598320,5.4
2005,Jun,67.3,63.7,11163389,10569961,593428,5.3
2005,Jul,67.3,63.7,11181941,10586526,595415,5.3
2005,Aug,67.2,63.6,11198913,10597585,601328,5.4
2005,Sep,67.0,63.4,11211963,10604917,607046,5.4
2005,Oct,67.0,63.4,11221201,10612285,608916,5.4
2005,Nov,67.0,63.4,11227907,10621632,606275,5.4
2005,Dec,67.0,63.4,11233098,10633045,600053,5.3
2006,Jan,67.0,63.4,11240453,10647444,593009,5.3
2006,Feb,67.0,63.4,11253367,10664814,588553,5.2
2006,Mar,66.9,63.4,11272128,10683983,588145,5.2
2006,Apr,66.8,63.3,11294298,10704340,589958,5.2
2006,May,66.8,63.3,11316310,10726117,590193,5.2
2006,Jun,66.7,63.2,11335374,10749064,586310,5.2
2006,Jul,66.6,63.2,11351838,10775124,576714,5.1
2006,Aug,66.6,63.3,11367207,10804130,563077,5.0
2006,Sep,66.5,63.3,11381736,10832912,548824,4.8
2006,Oct,66.5,63.3,11394861,10859232,535629,4.7
2006,Nov,66.4,63.4,11405690,10881093,524597,4.6
2006,Dec,66.3,63.3,11412317,10896648,515669,4.5
2007,Jan,66.2,63.3,11413662,10905100,508562,4.5
2007,Feb,66.1,63.2,11411958,10908743,503215,4.4
2007,Mar,66.0,63.1,11408395,10909724,498671,4.4
2007,Apr,65.9,63.0,11405711,10910668,495043,4.3
2007,May,65.8,62.9,11406369,10913440,492929,4.3
2007,Jun,65.7,62.9,11411196,10919419,491777,4.3
2007,Jul,65.6,62.8,11421250,10928845,492405,4.3
2007,Aug,65.6,62.8,11437858,10942199,495659,4.3
2007,Sep,65.6,62.8,11459823,10960290,499533,4.4
2007,Oct,65.6,62.8,11484031,10981282,502749,4.4
2007,Nov,65.7,62.8,11508120,11004022,504098,4.4
2007,Dec,65.7,62.8,11531148,11027674,503474,4.4
2008,Jan,65.7,62.8,11551722,11049469,502253,4.3
2008,Feb,65.7,62.9,11569544,11068110,501434,4.3
2008,Mar,65.7,62.8,11587968,11084171,503797,4.3
2008,Apr,65.7,62.8,11609646,11098012,511634,4.4
2008,May,65.8,62.8,11635536,11109993,525543,4.5
2008,Jun,65.8,62.8,11666163,11121171,544992,4.7
2008,Jul,65.9,62.7,11698046,11131376,566670,4.8
2008,Aug,65.9,62.6,11727305,11139202,588103,5.0
2008,Sep,66.0,62.5,11751993,11141801,610192,5.2
2008,Oct,66.0,62.4,11771507,11136874,634633,5.4
2008,Nov,65.9,62.2,11784834,11123092,661742,5.6
2008,Dec,65.9,62.0,11791925,11101977,689948,5.9
2009,Jan,65.8,61.8,11794357,11077513,716844,6.1
2009,Feb,65.7,61.5,11795821,11055073,740748,6.3
2009,Mar,65.6,61.4,11799261,11040416,758845,6.4
2009,Apr,65.5,61.2,11805364,11035746,769618,6.5
2009,May,66.1,61.2,11933809,11037541,896268,7.5
2009,Jun,66.4,61.1,11998393,11041350,957043,8.0
2009,Jul,66.4,61.0,12027290,11042872,984418,8.2
2009,Aug,66.4,60.9,12035941,11040880,995061,8.3
2009,Sep,66.3,60.8,12036191,11038831,997360,8.3
2009,Oct,66.2,60.7,12036269,11040270,995999,8.3
2009,Nov,66.1,60.6,12045372,11050184,995188,8.3
2009,Dec,66.1,60.7,12070223,11072620,997603,8.3
2010,Jan,66.3,60.8,12108919,11106882,1002037,8.3
2010,Feb,66.4,60.9,12151988,11146453,1005535,8.3
2010,Mar,66.5,61.0,12191275,11184615,1006660,8.3
2010,Apr,65.9,60.5,12222661,11218075,1004586,8.2
2010,May,65.9,60.6,12244873,11246029,998844,8.2
2010,Jun,65.9,60.6,12259778,11267141,992637,8.1
2010,Jul,65.9,60.6,12272590,11282344,990246,8.1
2010,Aug,65.9,60.6,12287949,11294712,993237,8.1
2010,Sep,65.9,60.5,12306687,11306167,1000520,8.1
2010,Oct,65.9,60.5,12329159,11320132,1009027,8.2
2010,Nov,65.9,60.5,12352386,11337423,1014963,8.2
2010,Dec,65.9,60.5,12372836,11356570,1016266,8.2
2011,Jan,65.9,60.5,12391831,11377422,1014409,8.2
2011,Feb,65.9,60.5,12409993,11398153,1011840,8.2
2011,Mar,65.9,60.5,12426745,11416366,1010379,8.1
2011,Apr,65.9,60.5,12444275,11431447,1012828,8.1
2011,May,65.9,60.5,12467134,11445785,1021349,8.2
2011,Jun,66.0,60.5,12497108,11463413,1033695,8.3
2011,Jul,66.0,60.5,12534220,11487969,1046251,8.3
2011,Aug,66.0,60.6,12546014,11519770,1026244,8.2
2011,Sep,66.0,60.7,12559256,11556548,1002708,8.0
2011,Oct,65.9,60.8,12570673,11594803,975870,7.8
2011,Nov,65.8,60.9,12576962,11630243,946719,7.5
2011,Dec,65.7,60.9,12576704,11659891,916813,7.3
2012,Jan,65.6,61.0,12571937,11683759,888178,7.1
2012,Feb,65.5,61.0,12581835,11704383,877452,7.0
2012,Mar,65.4,61.0,12563758,11722322,841436,6.7
2012,Apr,65.4,61.0,12588954,11737849,851105,6.8
2012,May,65.4,61.0,12611625,11754758,856867,6.8
2012,Jun,65.4,61.0,12632078,11776105,855973,6.8
2012,Jul,65.4,61.0,12649825,11802014,847811,6.7
2012,Aug,65.4,61.1,12666216,11830108,836108,6.6
2012,Sep,65.4,61.1,12683588,11857386,826202,6.5
2012,Oct,65.4,61.1,12700534,11879763,820771,6.5
2012,Nov,65.3,61.1,12716045,11895325,820720,6.5
2012,Dec,65.3,61.1,12730458,11905455,825003,6.5
2013,Jan,65.3,61.0,12743658,11912520,831138,6.5
2013,Feb,65.3,61.0,12757010,11921233,835777,6.6
2013,Mar,65.2,61.0,12772688,11936855,835833,6.5
2013,Apr,65.3,61.0,12793456,11962083,831373,6.5
2013,May,65.3,61.1,12816378,11991479,824899,6.4
2013,Jun,65.3,61.1,12837490,12018765,818725,6.4
2013,Jul,65.3,61.1,12855277,12041788,813489,6.3
2013,Aug,65.2,61.1,12867238,12061310,805928,6.3
2013,Sep,65.1,61.1,12873858,12079341,794517,6.2
2013,Oct,65.1,61.1,12880739,12099121,781618,6.1
2013,Nov,65.0,61.1,12892128,12124031,768097,6.0
2013,Dec,65.0,61.2,12907972,12154284,753688,5.8
2014,Jan,65.0,61.2,12926206,12188294,737912,5.7
2014,Feb,64.9,61.3,12944743,12223189,721554,5.6
2014,Mar,64.9,61.4,12962485,12254958,707527,5.5
2014,Apr,64.9,61.4,12977478,12280595,696883,5.4
2014,May,64.9,61.4,12990622,12302615,688007,5.3
2014,Jun,64.8,61.4,13005331,12325395,679936,5.2
2014,Jul,64.8,61.4,13020533,12348864,671669,5.2
2014,Aug,64.7,61.5,13036080,12373428,662652,5.1
2014,Sep,64.7,61.5,13050337,12398563,651774,5.0
