Date_Time,Log Geom Diff WTI Crude Oil Price
2024-01-19,-0.021081680386383396
2024-01-18,0.008512989726674974
2024-01-17,-0.020801511375416394
2024-01-16,-0.0022005235120898387
2024-01-11,-0.010889900160654204
2024-01-10,-0.008071293469373898
2024-01-09,0.01194458645672875
2024-01-08,-0.019095987614353667
2024-01-05,0.04054050261128874
2024-01-04,-0.022135075068573488
2024-01-03,0.008118379641932422
2024-01-02,-0.03273500727728826
2023-12-28,0.0018066852249490513
2023-12-27,0.03130167394864889
2023-12-26,0.020380325777388533
2023-12-21,0.004084973000748826
2023-12-20,0.0037976446021388455
2023-12-19,-0.008701618467667973
2023-12-18,-0.014719297318610323
2023-12-15,-0.015502021211258573
2023-12-14,0.0022494034509236743
2023-12-13,-0.030223255493329708
2023-12-12,-0.011939571070514696
2023-12-11,0.03850497217586277
2023-12-08,-0.0011281907838870523
2023-12-07,-0.026740708224905294
2023-12-06,-0.00028989708856447314
2023-12-05,0.042154825824681955
2023-12-04,0.010782520833072594
2023-12-01,0.013248845028841683
2023-11-30,0.026246820009592282
2023-11-29,0.024802211169567993
2023-11-28,-0.019134980186019612
2023-11-27,-0.02165478174386071
2023-11-24,0.0049568056476964875
2023-11-21,0.019981328648403424
2023-11-20,-0.0031959119563895653
2023-11-17,-0.021091549789506437
2023-11-16,-0.03961310083734277
2023-11-15,0.04846617259037893
2023-11-14,0.022429649042658668
2023-11-13,-0.0005070994023475473
2023-11-08,-0.006439341522542597
2023-11-07,0.027438168844818884
2023-11-06,0.044897822751747474
2023-11-03,-0.004301610516752326
2023-11-02,0.022530332543223428
2023-11-01,-0.024256171235893496
2023-10-31,0.0072530897599590765
2023-10-30,0.016882650332295173
2023-10-27,0.0356103161255902
2023-10-26,-0.026379296911492052
2023-10-25,0.026727911173345727
2023-10-24,-0.017463086617040574
2023-10-23,0.010701577993799704
2023-10-20,0.04158436614083171
2023-10-19,0.0025774654264629814
2023-10-18,-0.011255042839731652
2023-10-17,-0.019313782453942035
2023-10-16,-0.00011540015014820333
2023-10-13,0.011702749438879162
2023-10-12,-0.05630665073954304
2023-10-11,0.009965862634478528
2023-10-10,0.025828430282703773
2023-10-05,-0.00641920692714862
2023-10-04,0.024247977110028
2023-10-03,0.05693437440807187
2023-10-02,-0.0050542029307111234
2023-09-29,0.021829578268123085
2023-09-28,0.009648139747178278
2023-09-27,0.021800992935325093
2023-09-26,-0.02420431504470394
2023-09-25,-0.01932587341243075
2023-09-22,0.003561891566360528
2023-09-21,-0.004900878599710931
2023-09-20,-0.004027752144590357
2023-09-19,0.021735164791519726
2023-09-18,0.0033948452907896147
2023-09-15,-0.007021422154150879
2023-09-14,-0.007736554945803787
2023-09-13,-0.017234088144377345
2023-09-12,0.0031556433264428264
2023-09-11,-0.01782416490482745
2023-09-08,0.0024026097021832126
2023-09-07,-0.007340324275910622
2023-09-06,0.007797310460031711
2023-09-05,-0.009294920324640734
2023-08-31,-0.023305011675387035
2023-08-30,-0.023125917099758687
2023-08-29,-0.006143280163342885
2023-08-28,-0.00605725320708322
2023-08-25,-0.0022343604131765085
2023-08-24,-0.011875881809722906
2023-08-23,-0.0077005998153749115
2023-08-22,0.016838799477181615
2023-08-21,0.005715721326155638
2023-08-18,0.006668337873565909
2023-08-17,-0.010143580293869178
2023-08-16,-0.012888872662887607
2023-08-15,0.020691252947072376
2023-08-14,0.017608672140472778
2023-08-11,0.008088412539960914
2023-08-10,-0.004337878834987372
2023-08-09,0.01842598194636856
2023-08-08,-0.016857354173741998
2023-08-07,-0.012130182699510217
2023-08-04,0.009957580758617449
2023-08-03,-0.01460590717108787
2023-08-02,-0.025581924045968242
2023-08-01,0.02324963304827974
2023-07-31,0.005270588900135363
2023-07-28,-0.015399133985718015
2023-07-27,-0.004728729568123127
2023-07-26,-0.013310091021555288
2023-07-25,0.008182836620278008
2023-07-24,-0.011982233288024712
2023-07-21,-0.022455553167546646
2023-07-20,-0.018466898963646595
2023-07-19,-0.0033101652204544922
2023-07-18,0.004763173863912391
2023-07-17,-0.02121069312935619
2023-07-14,0.01697788257673522
2023-07-13,0.01864794681149587
2023-07-12,-0.014283149193415954
2023-07-11,-0.011949159700688088
2023-07-10,-0.024609138045885423
2023-07-07,0.01170399860008693
2023-07-06,-0.029520919046254604
2023-07-05,0.0002786679689205477
2023-06-30,0.013535862432691814
2023-06-29,-0.011529556228028327
2023-06-28,-0.004447959123255275
2023-06-27,-0.027111411281747516
2023-06-26,0.02061928720273561
2023-06-23,-0.0026086971315870816
2023-06-22,0.004488532838081664
2023-06-21,0.046986141122998565
2023-06-20,-0.0224415299847211
2023-06-15,-0.016851964593970672
2023-06-14,-0.03443400053775585
2023-06-13,0.0170049879209578
2023-06-12,-0.0338568279564494
2023-06-09,0.044892411108919394
2023-06-08,0.015837435098626305
2023-06-07,0.01724660272409641
2023-06-06,-0.011232177992166867
2023-06-05,0.005978467580909539
2023-06-02,-0.005281457724852244
2023-06-01,-0.023547087238307264
2023-05-31,-0.028656085259006474
2023-05-30,0.019483023947125755
2023-05-25,-0.00930368441081767
2023-05-24,0.036840866048533705
2023-05-23,-0.020375603033017994
2023-05-22,-0.01465328955996468
2023-05-19,-0.0033477503717201863
2023-05-18,0.0034869970474305846
2023-05-17,0.013278203386077202
2023-05-16,-0.02687622604732446
2023-05-15,0.0031003407021142314
2023-05-12,-0.014884391312284171
2023-05-11,0.011219318137163157
2023-05-10,0.024000035711638494
2023-05-09,0.01573112257173056
2023-05-08,-0.007492712664191752
2023-05-05,-0.025061886287920165
2023-05-04,-0.040051119539020415
2023-05-03,0.0014583639743846473
2023-05-02,0.044046170464179586
2023-05-01,0.05348723233988164
2023-04-28,0.014826749338286711
2023-04-27,-0.026527454560827595
2023-04-26,-0.005902096274621976
2023-04-25,0.03593992302892259
2023-04-24,0.020425914072786426
2023-04-21,-0.009968133656601465
2023-04-20,-0.0076065602368172265
2023-04-19,0.024417959732492223
2023-04-18,0.020871844345131087
2023-04-17,0.0009889974844947702
2023-04-14,0.020182936950333626
2023-04-13,-0.005098954837641369
2023-04-12,0.013299676146526591
2023-04-11,-0.020874544375722035
2023-04-10,-0.02169551407091779
2023-04-05,-0.00012392341548803274
2023-04-04,0.00012392341548787944
2023-04-03,-0.0037243990909824397
2023-03-31,-0.06050025144129782
2023-03-30,-0.018133830238039966
2023-03-29,-0.018605819536788276
2023-03-28,0.002327652177100032
2023-03-27,-0.003424895463703752
2023-03-24,-0.05138719347499276
2023-03-23,0.00791427974394689
2023-03-22,0.013382887665004143
2023-03-21,-0.018700138103390426
2023-03-20,-0.026870775573159516
2023-03-17,-0.014161375514511352
2023-03-16,0.022856441717453675
2023-03-15,-0.011362920164134909
2023-03-14,0.05486364210363999
2023-03-13,0.04800043859147534
2023-03-10,0.02473180343017069
2023-03-09,-0.012487838918205508
2023-03-08,0.012618463959211684
2023-03-07,0.011557819718178907
2023-03-06,0.037257223476991855
2023-03-03,-0.009624472767698261
2023-03-02,-0.019915670610730175
2023-03-01,-0.006168892458660912
2023-02-28,-0.0089349898407431
2023-02-27,-0.017186385629408604
2023-02-24,0.008170841452289808
2023-02-23,-0.012281435319626985
2023-02-22,-0.017559596008482375
2023-02-21,0.03102159157540955
2023-02-16,0.027657487877499803
2023-02-15,0.0015284680086884743
2023-02-14,0.006470051114686066
2023-02-13,0.013315106905582358
2023-02-10,-0.005003763254789599
2023-02-09,-0.021549826198298365
2023-02-08,0.005494870384471288
2023-02-07,-0.016705605669870154
2023-02-06,-0.0404603045062442
2023-02-03,-0.009626540342797533
2023-02-02,0.0330974137295136
2023-02-01,0.006175697967100248
2023-01-31,0.03361769338456738
2023-01-30,-0.012490603380142585
2023-01-27,0.022321789192895476
2023-01-26,0.01134887780865426
2023-01-25,-0.010721957845797938
2023-01-24,0.0010022551578146935
2023-01-23,0.02179922834258436
2023-01-20,-0.004297385212546321
2023-01-19,-0.011882798564742583
2023-01-18,-0.009759837231326928
2023-01-17,0.00901245304108131
2023-01-12,-0.01997285454997415
2023-01-11,-0.011041324135648801
